Rok;Muži;Ženy;;;;;
2001;176601;196671
2002;175288;195217
2003;175255;194304
2004;174520;193209
2005;174286;192471
2006;174592;192088
2007;176035;192498
2008;177588;193004
2009;178429;192970
2010;178567;192804
2011;182733;196232
2012;182418;195909
2013;181963;195545
2014;181885;195555
2015;181890;195138
2016;182549;195000
2017;183300;196227
